HPO term ID	HPO name	HPO child (is_a)	icd10	icd10 string	OMIM disease ID(s) 
819	Diabetes mellitus	819	E08.3543	Diabetes with prolif diabetic rtnop with combined detach, bi	235200
819	Diabetes mellitus	819	E08.3549	Diabetes with prolif diabetic rtnop with comb detach, unsp	235200
819	Diabetes mellitus	819	E08.355	Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy	235200
819	Diabetes mellitus	819	E08.3551	Diabetes with stable prolif diabetic retinopathy, right eye	235200
819	Diabetes mellitus	819	E08.3552	Diabetes with stable prolif diabetic retinopathy, left eye	235200
819	Diabetes mellitus	819	E08.3553	Diabetes with stable prolif diabetic retinopathy, bilateral	235200
819	Diabetes mellitus	819	E08.3559	Diabetes with stable prolif diabetic retinopathy, unsp	235200
819	Diabetes mellitus	819	E08.359	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema	235200
819	Diabetes mellitus	819	E08.3591	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, right eye	235200
819	Diabetes mellitus	819	E08.3592	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, left eye	235200
819	Diabetes mellitus	819	E08.3593	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, bilateral	235200
819	Diabetes mellitus	819	E08.3599	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, unspecified eye	235200
819	Diabetes mellitus	819	E08.36	Diabetes mellitus due to underlying condition with diabetic cataract	235200
819	Diabetes mellitus	819	E08.37	Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment	235200
819	Diabetes mellitus	819	E08.37X1	Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, right eye	235200
819	Diabetes mellitus	819	E08.37X2	Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, left eye	235200
819	Diabetes mellitus	819	E08.37X3	Diabetes with diabetic macular edema, resolved fol trtmt, bi	235200
819	Diabetes mellitus	819	E08.37X9	Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, unspecified eye	235200
819	Diabetes mellitus	819	E08.39	Diabetes mellitus due to underlying condition with other diabetic ophthalmic complication	235200
819	Diabetes mellitus	819	E08.4	Diabetes mellitus due to underlying condition with neurological complications	235200
819	Diabetes mellitus	819	E08.40	Diabetes mellitus due to underlying condition with diabetic neuropathy, unspecified	235200
819	Diabetes mellitus	819	E08.41	Diabetes mellitus due to underlying condition with diabetic mononeuropathy	235200
819	Diabetes mellitus	819	E08.42	Diabetes mellitus due to underlying condition with diabetic polyneuropathy	235200
819	Diabetes mellitus	819	E08.43	Diabetes mellitus due to underlying condition with diabetic autonomic (poly)neuropathy	235200
819	Diabetes mellitus	819	E08.44	Diabetes mellitus due to underlying condition with diabetic amyotrophy	235200
819	Diabetes mellitus	819	E08.49	Diabetes mellitus due to underlying condition with other diabetic neurological complication	235200
819	Diabetes mellitus	819	E08.5	Diabetes mellitus due to underlying condition with circulatory complications	235200
819	Diabetes mellitus	819	E08.51	Diabetes mellitus due to underlying condition with diabetic peripheral angiopathy without gangrene	235200
819	Diabetes mellitus	819	E08.52	Diabetes mellitus due to underlying condition with diabetic peripheral angiopathy with gangrene	235200
819	Diabetes mellitus	819	E08.59	Diabetes mellitus due to underlying condition with other circulatory complications	235200
819	Diabetes mellitus	819	E08.6	Diabetes mellitus due to underlying condition with other specified complications	235200
819	Diabetes mellitus	819	E08.61	Diabetes mellitus due to underlying condition with diabetic arthropathy	235200
819	Diabetes mellitus	819	E08.610	Diabetes mellitus due to underlying condition with diabetic neuropathic arthropathy	235200
819	Diabetes mellitus	819	E08.618	Diabetes mellitus due to underlying condition with other diabetic arthropathy	235200
819	Diabetes mellitus	819	E08.62	Diabetes mellitus due to underlying condition with skin complications	235200
819	Diabetes mellitus	819	E08.620	Diabetes mellitus due to underlying condition with diabetic necrobiosis lipoidica	235200
819	Diabetes mellitus	819	E08.621	Diabetes mellitus due to underlying condition with foot ulcer	235200
819	Diabetes mellitus	819	E08.622	Diabetes mellitus due to underlying condition with other skin ulcer	235200
819	Diabetes mellitus	819	E08.628	Diabetes mellitus due to underlying condition with other skin complications	235200
819	Diabetes mellitus	819	E08.63	Diabetes mellitus due to underlying condition with oral complications	235200
819	Diabetes mellitus	819	E08.630	Diabetes mellitus due to underlying condition with periodontal disease	235200
819	Diabetes mellitus	819	E08.638	Diabetes mellitus due to underlying condition with other oral complications	235200
819	Diabetes mellitus	819	E08.64	Diabetes mellitus due to underlying condition with hypoglycemia	235200
819	Diabetes mellitus	819	E08.641	Diabetes mellitus due to underlying condition with hypoglycemia with coma	235200
819	Diabetes mellitus	819	E08.649	Diabetes mellitus due to underlying condition with hypoglycemia without coma	235200
819	Diabetes mellitus	819	E08.65	Diabetes mellitus due to underlying condition with hyperglycemia	235200
819	Diabetes mellitus	819	E08.69	Diabetes mellitus due to underlying condition with other specified complication	235200
819	Diabetes mellitus	819	E08.8	Diabetes mellitus due to underlying condition with unspecified complications	235200
819	Diabetes mellitus	819	E08.9	Diabetes mellitus due to underlying condition without complications	235200
819	Diabetes mellitus	819	E09	Drug or chemical induced diabetes mellitus	235200
819	Diabetes mellitus	819	E09.0	Drug or chemical induced diabetes mellitus with hyperosmolarity	235200
819	Diabetes mellitus	819	E09.00	Drug or chemical induced diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC)	235200
819	Diabetes mellitus	819	E09.01	Drug or chemical induced diabetes mellitus with hyperosmolarity with coma	235200
819	Diabetes mellitus	819	E09.1	Drug or chemical induced diabetes mellitus with ketoacidosis	235200
819	Diabetes mellitus	819	E09.10	Drug or chemical induced diabetes mellitus with ketoacidosis without coma	235200
819	Diabetes mellitus	819	E09.11	Drug or chemical induced diabetes mellitus with ketoacidosis with coma	235200
819	Diabetes mellitus	819	E09.2	Drug or chemical induced diabetes mellitus with kidney complications	235200
819	Diabetes mellitus	819	E09.21	Drug or chemical induced diabetes mellitus with diabetic nephropathy	235200
819	Diabetes mellitus	819	E09.22	Drug or chemical induced diabetes mellitus with diabetic chronic kidney disease	235200
819	Diabetes mellitus	819	E09.29	Drug or chemical induced diabetes mellitus with other diabetic kidney complication	235200
819	Diabetes mellitus	819	E09.3	Drug or chemical induced diabetes mellitus with ophthalmic complications	235200
819	Diabetes mellitus	819	E09.31	Drug or chemical induced diabetes mellitus with unspecified diabetic retinopathy	235200
819	Diabetes mellitus	819	E09.311	Drug or chemical induced diabetes mellitus with unspecified diabetic retinopathy with macular edema	235200
819	Diabetes mellitus	819	E09.319	Drug or chemical induced diabetes mellitus with unspecified diabetic retinopathy without macular edema	235200
819	Diabetes mellitus	819	E09.32	Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy	235200
819	Diabetes mellitus	819	E09.321	Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema	235200
819	Diabetes mellitus	819	E09.3211	Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye	235200
819	Diabetes mellitus	819	E09.3212	Drug/chem diab with mild nonp rtnop with mclr edema, l eye	235200
819	Diabetes mellitus	819	E09.3213	Drug/chem diab with mild nonp rtnop with macular edema, bi	235200
819	Diabetes mellitus	819	E09.3219	Drug/chem diab with mild nonp rtnop with macular edema, unsp	235200
819	Diabetes mellitus	819	E09.329	Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema	235200
819	Diabetes mellitus	819	E09.3291	Drug/chem diab with mild nonp rtnop w/o mclr edema, r eye	235200
819	Diabetes mellitus	819	E09.3292	Drug/chem diab with mild nonp rtnop w/o mclr edema, l eye	235200
819	Diabetes mellitus	819	E09.3293	Drug/chem diab with mild nonp rtnop without mclr edema, bi	235200
819	Diabetes mellitus	819	E09.3299	Drug/chem diab with mild nonp rtnop without mclr edema, unsp	235200
819	Diabetes mellitus	819	E09.33	Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy	235200
819	Diabetes mellitus	819	E09.331	Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema	235200
819	Diabetes mellitus	819	E09.3311	Drug/chem diab with mod nonp rtnop with macular edema, r eye	235200
819	Diabetes mellitus	819	E09.3312	Drug/chem diab with mod nonp rtnop with macular edema, l eye	235200
819	Diabetes mellitus	819	E09.3313	Drug/chem diab with mod nonp rtnop with macular edema, bi	235200
819	Diabetes mellitus	819	E09.3319	Drug/chem diab with mod nonp rtnop with macular edema, unsp	235200
819	Diabetes mellitus	819	E09.339	Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema	235200
819	Diabetes mellitus	819	E09.3391	Drug/chem diab with mod nonp rtnop without mclr edema, r eye	235200
819	Diabetes mellitus	819	E09.3392	Drug/chem diab with mod nonp rtnop without mclr edema, l eye	235200
819	Diabetes mellitus	819	E09.3393	Drug/chem diab with mod nonp rtnop without macular edema, bi	235200
819	Diabetes mellitus	819	E09.3399	Drug/chem diab with mod nonp rtnop without mclr edema, unsp	235200
819	Diabetes mellitus	819	E09.34	Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy	235200
819	Diabetes mellitus	819	E09.341	Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema	235200
819	Diabetes mellitus	819	E09.3411	Drug/chem diab with severe nonp rtnop with mclr edema, r eye	235200
819	Diabetes mellitus	819	E09.3412	Drug/chem diab with severe nonp rtnop with mclr edema, l eye	235200
819	Diabetes mellitus	819	E09.3413	Drug/chem diab with severe nonp rtnop with macular edema, bi	235200
819	Diabetes mellitus	819	E09.3419	Drug/chem diab with severe nonp rtnop with mclr edema, unsp	235200
819	Diabetes mellitus	819	E09.349	Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema	235200
819	Diabetes mellitus	819	E09.3491	Drug/chem diab with severe nonp rtnop w/o mclr edema, r eye	235200
819	Diabetes mellitus	819	E09.3492	Drug/chem diab with severe nonp rtnop w/o mclr edema, l eye	235200
819	Diabetes mellitus	819	E09.3493	Drug/chem diab with severe nonp rtnop without mclr edema, bi	235200
819	Diabetes mellitus	819	E09.3499	Drug/chem diab with severe nonp rtnop w/o mclr edema, unsp	235200
819	Diabetes mellitus	819	E09.35	Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy	235200
819	Diabetes mellitus	819	E09.351	Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with macular edema	235200
819	Diabetes mellitus	819	E09.3511	Drug/chem diab with prolif diab rtnop with mclr edema, r eye	235200
819	Diabetes mellitus	819	E09.3512	Drug/chem diab with prolif diab rtnop with mclr edema, l eye	235200
819	Diabetes mellitus	819	E09.3513	Drug/chem diab with prolif diab rtnop with macular edema, bi	235200
819	Diabetes mellitus	819	E09.3519	Drug/chem diab with prolif diab rtnop with mclr edema, unsp	235200
819	Diabetes mellitus	819	E09.352	Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula	235200
819	Diabetes mellitus	819	E09.3521	Drug/chem diab w prolif diab rtnop w trctn dtch macula,r eye	235200
819	Diabetes mellitus	819	E09.3522	Drug/chem diab w prolif diab rtnop w trctn dtch macula,l eye	235200
819	Diabetes mellitus	819	E09.3523	Drug/chem diab w prolif diab rtnop w trctn dtch macula, bi	235200
819	Diabetes mellitus	819	E09.3529	Drug/chem diab w prolif diab rtnop w trctn dtch macula, unsp	235200
819	Diabetes mellitus	819	E09.353	Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula	235200
819	Diabetes mellitus	819	E09.3531	Drug/chem diab w prolif diab rtnop w trctn dtch n-mcla,r eye	235200
819	Diabetes mellitus	819	E09.3532	Drug/chem diab w prolif diab rtnop w trctn dtch n-mcla,l eye	235200
819	Diabetes mellitus	819	E09.3533	Drug/chem diab w prolif diab rtnop w trctn dtch n-mcla, bi	235200
819	Diabetes mellitus	819	E09.3539	Drug/chem diab w prolif diab rtnop w trctn dtch n-mcla, unsp	235200
819	Diabetes mellitus	819	E09.354	Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment	235200
819	Diabetes mellitus	819	E09.3541	Drug/chem diab w prolif diab rtnop with comb detach, r eye	235200
819	Diabetes mellitus	819	E09.3542	Drug/chem diab w prolif diab rtnop with comb detach, l eye	235200
819	Diabetes mellitus	819	E09.3543	Drug/chem diab with prolif diab rtnop with comb detach, bi	235200
819	Diabetes mellitus	819	E09.3549	Drug/chem diab with prolif diab rtnop with comb detach, unsp	235200
819	Diabetes mellitus	819	E09.355	Drug or chemical induced diabetes mellitus with stable proliferative diabetic retinopathy	235200
819	Diabetes mellitus	819	E09.3551	Drug/chem diabetes with stable prolif diabetic rtnop, r eye	235200
819	Diabetes mellitus	819	E09.3552	Drug/chem diab with stable prolif diabetic rtnop, left eye	235200
819	Diabetes mellitus	819	E09.3553	Drug/chem diabetes with stable prolif diabetic rtnop, bi	235200
819	Diabetes mellitus	819	E09.3559	Drug/chem diabetes with stable prolif diabetic rtnop, unsp	235200
819	Diabetes mellitus	819	E09.359	Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy without macular edema	235200
819	Diabetes mellitus	819	E09.3591	Drug/chem diab with prolif diab rtnop w/o mclr edema, r eye	235200
819	Diabetes mellitus	819	E09.3592	Drug/chem diab with prolif diab rtnop w/o mclr edema, l eye	235200
819	Diabetes mellitus	819	E09.3593	Drug/chem diab with prolif diab rtnop without mclr edema, bi	235200
819	Diabetes mellitus	819	E09.3599	Drug/chem diab with prolif diab rtnop w/o mclr edema, unsp	235200
819	Diabetes mellitus	819	E09.36	Drug or chemical induced diabetes mellitus with diabetic cataract	235200
819	Diabetes mellitus	819	E09.37	Drug or chemical induced diabetes mellitus with diabetic macular edema, resolved following treatment	235200
819	Diabetes mellitus	819	E09.37X1	Drug/chem diab w diab mclr edma, resolved fol trtmt, r eye	235200
819	Diabetes mellitus	819	E09.37X2	Drug/chem diab w diab mclr edma, resolved fol trtmt, l eye	235200
819	Diabetes mellitus	819	E09.37X3	Drug/chem diab with diab mclr edema, resolved fol trtmt, bi	235200
819	Diabetes mellitus	819	E09.37X9	Drug/chem diab with diab mclr edma, resolved fol trtmt, unsp	235200
819	Diabetes mellitus	819	E09.39	Drug/chem diabetes w oth diabetic ophthalmic complication	235200
819	Diabetes mellitus	819	E09.4	Drug or chemical induced diabetes mellitus with neurological complications	235200
819	Diabetes mellitus	819	E09.40	Drug or chemical induced diabetes mellitus with neurological complications with diabetic neuropathy, unspecified	235200
819	Diabetes mellitus	819	E09.41	Drug/chem diabetes w neuro comp w diabetic mononeuropathy	235200
819	Diabetes mellitus	819	E09.42	Drug or chemical induced diabetes mellitus with neurological complications with diabetic polyneuropathy	235200
819	Diabetes mellitus	819	E09.43	Drug or chemical induced diabetes mellitus with neurological complications with diabetic autonomic (poly)neuropathy	235200
819	Diabetes mellitus	819	E09.44	Drug/chem diabetes w neurological comp w diabetic amyotrophy	235200
819	Diabetes mellitus	819	E09.49	Drug/chem diabetes w neuro comp w oth diabetic neuro comp	235200
819	Diabetes mellitus	819	E09.5	Drug or chemical induced diabetes mellitus with circulatory complications	235200
819	Diabetes mellitus	819	E09.51	Drug or chemical induced diabetes mellitus with diabetic peripheral angiopathy without gangrene	235200
819	Diabetes mellitus	819	E09.52	Drug/chem diabetes w diabetic prph angiopath w gangrene	235200
819	Diabetes mellitus	819	E09.59	Drug/chem diabetes mellitus w oth circulatory complications	235200
819	Diabetes mellitus	819	E09.6	Drug or chemical induced diabetes mellitus with other specified complications	235200
819	Diabetes mellitus	819	E09.61	Drug or chemical induced diabetes mellitus with diabetic arthropathy	235200
819	Diabetes mellitus	819	E09.610	Drug/chem diabetes w diabetic neuropathic arthropathy	235200
819	Diabetes mellitus	819	E09.618	Drug/chem diabetes mellitus w oth diabetic arthropathy	235200
819	Diabetes mellitus	819	E09.62	Drug or chemical induced diabetes mellitus with skin complications	235200
819	Diabetes mellitus	819	E09.620	Drug/chem diabetes mellitus w diabetic dermatitis	235200
819	Diabetes mellitus	819	E09.621	Drug or chemical induced diabetes mellitus with foot ulcer	235200
819	Diabetes mellitus	819	E09.622	Drug or chemical induced diabetes mellitus with other skin ulcer	235200
819	Diabetes mellitus	819	E09.628	Drug/chem diabetes mellitus w oth skin complications	235200
819	Diabetes mellitus	819	E09.63	Drug or chemical induced diabetes mellitus with oral complications	235200
819	Diabetes mellitus	819	E09.630	Drug/chem diabetes mellitus w periodontal disease	235200
819	Diabetes mellitus	819	E09.638	Drug/chem diabetes mellitus w oth oral complications	235200
819	Diabetes mellitus	819	E09.64	Drug or chemical induced diabetes mellitus with hypoglycemia	235200
819	Diabetes mellitus	819	E09.641	Drug/chem diabetes mellitus w hypoglycemia w coma	235200
819	Diabetes mellitus	819	E09.649	Drug or chemical induced diabetes mellitus with hypoglycemia without coma	235200
819	Diabetes mellitus	819	E09.65	Drug or chemical induced diabetes mellitus with hyperglycemia	235200
819	Diabetes mellitus	819	E09.69	Drug or chemical induced diabetes mellitus with other specified complication	235200
819	Diabetes mellitus	819	E09.8	Drug or chemical induced diabetes mellitus with unspecified complications	235200
819	Diabetes mellitus	819	E09.9	Drug or chemical induced diabetes mellitus without complications	235200
819	Diabetes mellitus	819	E13	Other specified diabetes mellitus	235200
819	Diabetes mellitus	819	E13.0	Other specified diabetes mellitus with hyperosmolarity	235200
819	Diabetes mellitus	819	E13.00	Other specified diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC)	235200
819	Diabetes mellitus	819	E13.01	Other specified diabetes mellitus with hyperosmolarity with coma	235200
819	Diabetes mellitus	819	E13.2	Other specified diabetes mellitus with kidney complications	235200
819	Diabetes mellitus	819	E13.21	Other specified diabetes mellitus with diabetic nephropathy	235200
819	Diabetes mellitus	819	E13.22	Other specified diabetes mellitus with diabetic chronic kidney disease	235200
819	Diabetes mellitus	819	E13.29	Other specified diabetes mellitus with other diabetic kidney complication	235200
819	Diabetes mellitus	819	E13.3	Other specified diabetes mellitus with ophthalmic complications	235200
819	Diabetes mellitus	819	E13.31	Other specified diabetes mellitus with unspecified diabetic retinopathy	235200
819	Diabetes mellitus	819	E13.311	Other specified diabetes mellitus with unspecified diabetic retinopathy with macular edema	235200
819	Diabetes mellitus	819	E13.319	Other specified diabetes mellitus with unspecified diabetic retinopathy without macular edema	235200
819	Diabetes mellitus	819	E13.32	Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy	235200
819	Diabetes mellitus	819	E13.321	Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema	235200
819	Diabetes mellitus	819	E13.3211	Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye	235200
819	Diabetes mellitus	819	E13.3212	Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye	235200
819	Diabetes mellitus	819	E13.3213	Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral	235200
819	Diabetes mellitus	819	E13.3219	Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye	235200
819	Diabetes mellitus	819	E13.329	Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema	235200
819	Diabetes mellitus	819	E13.3291	Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye	235200
819	Diabetes mellitus	819	E13.3292	Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye	235200
819	Diabetes mellitus	819	E13.3293	Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral	235200
819	Diabetes mellitus	819	E13.3299	Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye	235200
819	Diabetes mellitus	819	E13.33	Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy	235200
819	Diabetes mellitus	819	E13.331	Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema	235200
819	Diabetes mellitus	819	E13.3311	Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye	235200
819	Diabetes mellitus	819	E13.3312	Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye	235200
819	Diabetes mellitus	819	E13.3313	Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral	235200
819	Diabetes mellitus	819	E13.3319	Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye	235200
819	Diabetes mellitus	819	E13.339	Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema	235200
819	Diabetes mellitus	819	E13.3391	Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye	235200
819	Diabetes mellitus	819	E13.3392	Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye	235200
819	Diabetes mellitus	819	E13.3393	Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral	235200
819	Diabetes mellitus	819	E13.3399	Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye	235200
819	Diabetes mellitus	819	E13.34	Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy	235200
819	Diabetes mellitus	819	E13.341	Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema	235200
819	Diabetes mellitus	819	E13.3411	Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye	235200
819	Diabetes mellitus	819	E13.3412	Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye	235200
819	Diabetes mellitus	819	E13.3413	Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral	235200
819	Diabetes mellitus	819	E13.3419	Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye	235200
819	Diabetes mellitus	819	E13.349	Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema	235200
819	Diabetes mellitus	819	E13.3491	Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye	235200
819	Diabetes mellitus	819	E13.3492	Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye	235200
819	Diabetes mellitus	819	E13.3493	Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral	235200
819	Diabetes mellitus	819	E13.3499	Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye	235200
819	Diabetes mellitus	819	E13.35	Other specified diabetes mellitus with proliferative diabetic retinopathy	235200
819	Diabetes mellitus	819	E13.351	Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema	235200
819	Diabetes mellitus	819	E13.3511	Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye	235200
819	Diabetes mellitus	819	E13.3512	Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye	235200
819	Diabetes mellitus	819	E13.3513	Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral	235200
819	Diabetes mellitus	819	E13.3519	Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye	235200
819	Diabetes mellitus	819	E13.352	Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula	235200
819	Diabetes mellitus	819	E13.3521	Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye	235200
819	Diabetes mellitus	819	E13.3522	Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye	235200
819	Diabetes mellitus	819	E13.3523	Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral	235200
819	Diabetes mellitus	819	E13.3529	Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye	235200
819	Diabetes mellitus	819	E13.353	Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula	235200
819	Diabetes mellitus	819	E13.3531	Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye	235200
819	Diabetes mellitus	819	E13.3532	Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye	235200
819	Diabetes mellitus	819	E13.3533	Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral	235200
819	Diabetes mellitus	819	E13.3539	Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye	235200
819	Diabetes mellitus	819	E13.354	Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment	235200
819	Diabetes mellitus	819	E13.3541	Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye	235200
819	Diabetes mellitus	819	E13.3542	Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye	235200
819	Diabetes mellitus	819	E13.3543	Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral	235200
819	Diabetes mellitus	819	E13.3549	Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye	235200
819	Diabetes mellitus	819	E13.355	Other specified diabetes mellitus with stable proliferative diabetic retinopathy	235200
819	Diabetes mellitus	819	E13.3551	Other specified diabetes mellitus with stable proliferative diabetic retinopathy, right eye	235200
819	Diabetes mellitus	819	E13.3552	Other specified diabetes mellitus with stable proliferative diabetic retinopathy, left eye	235200
819	Diabetes mellitus	819	E13.3553	Other specified diabetes mellitus with stable proliferative diabetic retinopathy, bilateral	235200
819	Diabetes mellitus	819	E13.3559	Other specified diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye	235200
819	Diabetes mellitus	819	E13.359	Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema	235200
819	Diabetes mellitus	819	E13.3591	Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye	235200
819	Diabetes mellitus	819	E13.3592	Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye	235200
819	Diabetes mellitus	819	E13.3593	Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral	235200
819	Diabetes mellitus	819	E13.3599	Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye	235200
819	Diabetes mellitus	819	E13.36	Other specified diabetes mellitus with diabetic cataract	235200
819	Diabetes mellitus	819	E13.37	Other specified diabetes mellitus with diabetic macular edema, resolved following treatment	235200
819	Diabetes mellitus	819	E13.37X1	Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, right eye	235200
819	Diabetes mellitus	819	E13.37X2	Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, left eye	235200
819	Diabetes mellitus	819	E13.37X3	Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral	235200
819	Diabetes mellitus	819	E13.37X9	Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye	235200
819	Diabetes mellitus	819	E13.39	Other specified diabetes mellitus with other diabetic ophthalmic complication	235200
819	Diabetes mellitus	819	E13.4	Other specified diabetes mellitus with neurological complications	235200
819	Diabetes mellitus	819	E13.40	Other specified diabetes mellitus with diabetic neuropathy, unspecified	235200
819	Diabetes mellitus	819	E13.41	Other specified diabetes mellitus with diabetic mononeuropathy	235200
819	Diabetes mellitus	819	E13.42	Other specified diabetes mellitus with diabetic polyneuropathy	235200
819	Diabetes mellitus	819	E13.43	Other specified diabetes mellitus with diabetic autonomic (poly)neuropathy	235200
